name,lat,long,address,rating,num_review
Chevo'S Auto Repair,32.716915,-117.0273969," Jamacha Road, San Diego, San Diego County, California, 91977, United States of America",-1,-1
Alpha Smog Station,32.60444757,-117.0917687," 881, Palomar Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Garages And Mechanics Repair,32.60913067,-117.0810313," 1130, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Auto Repair & Service,32.755272,-117.0148599," 4210, Spring Street, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
A & C Machine Shop,32.602886,-117.0910879," 876, Ada Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Caliber Collision,32.66227143,-117.113696," 2013, Haffley Avenue, National City, San Diego County, California, 91950, United States of America",2,1
Trident Collision Repair,32.74229,-117.0402459," 7315, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",5,3
Advanced Auto Body,32.61525,-117.0829169," 951, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",5,1
Rich's Kustoms & Collision,32.7704323,-117.0224683," El Cajon Boulevard, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
Speedway Auto Body Paint,32.73022708,-117.0347213," 2295, Lemon Grove Avenue, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Sinful Enhancements Auto Body,32.743894,-117.0327439," 7666, Lemon Avenue, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Xtrem Paint Worx,32.745928,-117.0282709," 7926, Lemon Grove Way, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Affordable Paint & Body,32.772013,-117.0201659," 8181, Center Street, La Mesa, San Diego County, California, 91942, United States of America",-1,-1
Bonita Valley Auto Car,32.658108,-117.0415079," 3995, Bonita Road, Chula Vista, San Diego County, California, 91902, United States of America",-1,-1
Don Keating Used Cars,32.76355,-117.0224989," La Mesa Boulevard, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
German Motor Car,32.746643,-117.0431419," 3810, Massachusetts Avenue, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
Chulavista Auto Glass,32.638564,-117.0784479," 373, 3rd Avenue, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Just Smog,32.63078,-117.0754919," 605, 3rd Avenue, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Valentine Automotive Shop,32.63754384,-117.078342," 409, 3rd Avenue, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Az Auto Shop,32.63754384,-117.078342," 409, 3rd Avenue, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Smog Express,32.636126,-117.0911079," 355, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
J & H Auto Repair & AC Repairs,32.636126,-117.0911079," 355, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Butler's Auto Repair,32.63785949,-117.078193," 286, G Street, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Rnr,32.623442,-117.0870229," 720, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Brothers Auto Repair & Fleet Services Inc.,32.776859,-117.0463969," 5455, Connecticut Avenue, La Mesa, San Diego County, California, 91942, United States of America",-1,-1
Precision Maintenance & Repair,32.633698,-117.0688169," Whitney Street, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Perry Chrysler Dodge Jeep Ram,32.662349,-117.1025399," 2340, National City Boulevard, National City, San Diego County, California, 91950, United States of America",4,19
Perry Automotive,32.664571,-117.1030899," 2050, National City Boulevard, National City, San Diego County, California, 91950, United States of America",3,2
Jp Trans Pros Inc,32.668309,-117.1020629," 130, East 17th Street, National City, San Diego County, California, 91950, United States of America",1,1
Talyer Complete Auto Repair,32.644616,-117.0942359," 107, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",1,1
Mike's Auto Repair & Smog Center,32.644444,-117.0814839," 300, E Street, Chula Vista, San Diego County, California, 91910, United States of America",1,1
Mossy FIAT,32.659858,-117.1014279," 2626, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Lextek,32.658749,-117.1021919," 2704, Transportation Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Highland Mobil,32.65967,-117.0911539," 2945, Highland Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Perry Automotive,32.668534,-117.1044569," 1610, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
More Brakes N Tune,32.668438,-117.0952809," 1902, Highland Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
California Smog Certification Inc.,32.650764,-117.0859809," 11, 3rd Avenue, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Tonys Auto Center Inc,32.645117,-117.0819759," 305, E Street, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Lou's Auto Repair & Auto Parts,32.669664,-117.1041499," 1509, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Smog Guys,32.6654615,-117.1028217," National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Lou's Auto Repair,32.668546,-117.1032829," 25, East 17th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
07 Auto Repair,32.66734864,-117.1033265," 25, East 18th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
Jd Brother Auto Repair,32.667739,-117.1027009," 41, East 18th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
Extreme Auto Detailing Supplies,32.662825,-117.1078379," 2120, Wilson Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Highland Smog Service Auto Repair,32.669332,-117.0948739," 1803, Highland Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Fast Repair,32.684575,-117.0747849," 3100, East 8th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
German Auto Repair,32.763098,-117.0199239," 4654, Nebo Drive, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
South Bay Volkswagen,32.65577,-117.0983279," 3131, National City Boulevard, National City, San Diego County, California, 91950, United States of America",4,11
Ball Auto Body Shop,32.66199893,-117.1004729," 2426, A Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Frank Subaru,32.657334,-117.1003819," 2940, National City Boulevard, National City, San Diego County, California, 91950, United States of America",3,11
Karz Plus RV,32.668631,-117.1037499," 1605, National City Boulevard, National City, San Diego County, California, 91950, United States of America",5,25
Bob Bowen's Auto Service,32.772283,-117.0438689," Bob Bowen's Auto Service, 7191, Alvarado Road, La Mesa, San Diego County, California, 91941, United States of America",5,98
Frank Hyundai,32.655438,-117.0998209," 3150, National City Boulevard, National City, San Diego County, California, 91950, United States of America",4,23
Bestyear Auto Repair,32.630711,-117.0914639," 647, H Street, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Performance Team Warehouse,32.619035,-117.0852149," 842, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
MD Auto Repair & Tires,32.716915,-117.0273969," Jamacha Road, San Diego, San Diego County, California, 91977, United States of America",-1,-1
B & J Auto Repair Smog & Sales,32.624362,-117.0872979," 696, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",5,11
C & V Automotive Ctr,32.609221,-117.0803059," 1131, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",5,1
Express Tire,32.63314,-117.0909759," 430, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
The Car Shop,32.769559,-117.0239929," 4999, Baltimore Drive, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
Elite Auto Collision,32.768838,-117.0235919," 4949, Baltimore Drive, La Mesa, San Diego County, California, 91941, United States of America",5,2
Imported Car Service,32.742874,-117.0410459," 7280, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Auto Repair Specialists,32.771796,-117.022705," 8120, Center Street, La Mesa, San Diego County, California, 91942, United States of America",-1,-1
Tnt Auto Sales,32.743533,-117.0217879," 8141, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",4,11
Power Tires,32.642636,-117.0936629," 165, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",3,10
Bahia Auto Sales,32.638871,-117.0929609," 270, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",5,4
Jesse's Mufflers & Brakes,32.74368965,-117.0328305," 7668, Lemon Avenue, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Motor Machine & Supply,32.668115,-117.1065299," 1602, Hoover Avenue, National City, San Diego County, California, 91950, United States of America",5,3
Nick's Auto Group,32.768838,-117.0235919," 4949, Baltimore Drive, La Mesa, San Diego County, California, 91941, United States of America",3,9
Cherniss Tire World,32.644688,-117.094709," 101, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",5,1
Frank Subaru,32.661407,-117.1020319," 2400, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
O'Reilly Auto Parts,32.676451,-117.0946949," 1202, East Plaza Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
O'Reilly Auto Parts,32.640171,-117.0926799," 241, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
O'Reilly Auto Parts,32.741243,-117.0487019," 6925, Federal Boulevard, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Pep Boys Auto Parts & Service,32.632105,-117.0913809," 454, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Daniel's Tire Service,32.649145,-117.0945169," 575, C Street, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Fuentes Auto Sales,32.666628,-117.1039299," 1800, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Certified Tire & Service Centers,32.66136661,-117.0831247," 1705, Sweetwater Road, National City, San Diego County, California, 91950, United States of America",-1,-1
Mobile Auto Glass,32.626692,-117.0874099," 631, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Prostreet Lighting,32.66281575,-117.107395," 2145, Wilson Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
You Payy Less 4 Cars,32.660685,-117.1001689," 45, East 26th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
Star Auto Parts Inc.,32.648996,-117.0995769," 206, West 35th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
U Payless Auto Group,32.646028,-117.0949969," 71, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Cabo Motors,32.642474,-117.0936199," 169, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Santiago Auto Sales,32.625895,-117.0878679," 644, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Team Auto Group,32.625895,-117.0878679," 644, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
United Auto Parts,32.66812021,-117.1061097," 1623, Hoover Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
South Bay Motors,32.646028,-117.0949969," 71, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
California Tire and Service Center,32.632199,-117.0895779," 471, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Military Muscle Car Center,32.663877,-117.1030719," 2125, Roosevelt Avenue, National City, San Diego County, California, 91950, United States of America",5,1
Baldwin Auto Sales,32.772145,-117.0212099," 8174, Center Street, La Mesa, San Diego County, California, 91942, United States of America",1,4
Karz Plus,32.645117,-117.0819759," 305, E Street, Chula Vista, San Diego County, California, 91910, United States of America",1,3
Ideal Auto Sales,32.66771174,-117.1036504," 1741, National City Boulevard, National City, San Diego County, California, 91950, United States of America",1,1
The Truck and SUV Center,32.774959,-117.0448849," 5301, Lake Murray Boulevard, La Mesa, San Diego County, California, 91942, United States of America",1,1
Leemor Sound,32.616648,-117.0834499," 915, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",1,1
NAPA Auto Parts - Genuine Parts Company (La-683),32.668943,-117.0956029," 1810, Highland Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
AutoZone,32.66651049,-117.0942855," 2140, Highland Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
AutoZone,32.6797,-117.0793949," 2500, East Plaza Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
AutoZone,32.640692,-117.0928809," 225, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
AutoZone,32.7422017,-117.0410815," 7285, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
AutoZone,32.624704,-117.0866359," 685, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
AutoZone,32.741903,-117.0154079," Sweetwater Road, Spring Valley, San Diego County, California, 91945, United States of America",-1,-1
CARQUEST Auto Parts,32.673244,-117.0970759," 1300, Highland Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
CarHop Auto Sales & Finance,32.666628,-117.1039299," 1800, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Cars Inc,32.639587,-117.0928189," Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
CARQUEST Auto Parts,32.742357,-117.0352329," 7553, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
CARQUEST Auto Parts,32.743107,-117.0318089," 7702, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Salton Auto Sales,32.623442,-117.0870229," 720, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Auto Selling Solution,32.77887908,-117.0310805," 5480, Baltimore Drive, La Mesa, San Diego County, California, 91942, United States of America",-1,-1
Bj Motorists,32.667909,-117.1034649," 1705, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Global Sales/Finance,32.66771174,-117.1036504," 1741, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Used Car Megastores,32.667631,-117.1045459," 5, West 18th Street, San Diego, San Diego County, California, 91950, United States of America",-1,-1
Clutches New Or Rebuilt,32.667806,-117.1024729," 101, East 18th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
National City Motorcars,32.665958,-117.1036459," 1900, National City Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
Mercury Pharmacy,32.675055,-117.0912389," 1420, East Plaza Boulevard, National City, San Diego County, California, 91950, United States of America",-1,-1
AutoZone,32.671554,-117.0958409," 1539, Highland Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Kay Automotive Distributors,32.663566,-117.1040829," 2121, Hoover Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Gibby's Car Co,32.663877,-117.1030719," 2125, Roosevelt Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Truu Auto Of San Diego,32.663877,-117.1030719," 2125, Roosevelt Avenue, National City, San Diego County, California, 91950, United States of America",-1,-1
Dealers Direct,32.660685,-117.1001689," 45, East 26th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
Carlsbad Imports,32.667773,-117.0869889," 1430, East 22nd Street, National City, San Diego County, California, 91950, United States of America",-1,-1
Wheel Built,32.65033,-117.1001419," 303, West 35th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
Wholesale Auto Specialty,32.65033,-117.1001419," 303, West 35th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
San Diego Auto Finance,32.650414,-117.0976899," 1, West 35th Street, National City, San Diego County, California, 91950, United States of America",-1,-1
M P Motors,32.64355,-117.0940489," 147, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
RDW Motors,32.74286256,-117.0480465," 6935, North Avenue, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
A & C Ent Sic Habitz Auto,32.656338,-117.0658139," 3030, Plaza Bonita Road, National City, San Diego County, California, 91950, United States of America",-1,-1
Racelegal.com,32.63958014,-117.0836545," 315, 4th Avenue, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Oe Parts Network,32.744298,-117.0398569," 7331, North Avenue, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Frantz Oil & Fuel Filter Distr,32.640804,-117.0739199," 176, Cypress Street, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
AutoZone,32.7432,-117.0345719," 7582, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Island Motor Group LLC,32.742368,-117.0345399," 7593, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
San Diego Motors Inc,32.742368,-117.0345399," 7593, Broadway, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Soledad Performance,32.743884,-117.0334209," 7636, Lemon Avenue, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Stallion Customs,32.630281,-117.0808089," 583, Guava Avenue, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Zitram Inc,32.744377,-117.0295189," 7825, North Avenue, Lemon Grove, San Diego County, California, 91945, United States of America",-1,-1
Sultan Sea Auto Sales,32.623442,-117.0870229," 720, Broadway, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
Pro Electric,32.639671,-117.0613359," 95, Via de Laurencio, Chula Vista, San Diego County, California, 91910, United States of America",-1,-1
John F Jensen,32.67107413,-117.029185," 3433, Kennelworth Lane, South Bay Terraces, San Diego County, California, 91902, United States of America",-1,-1
CAP California Auto Parts,32.61495016,-117.0900477," 930, Industrial Boulevard, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Racso Industries,32.61476238,-117.0899759," 946, Industrial Boulevard, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
La Mesa Car Company,32.76355,-117.0224989," La Mesa Boulevard, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
The Tires Source,32.61989,-117.0719899," 908, 3rd Avenue, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Formiller Motors,32.613608,-117.0822809," 1001, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Mighty Auto Parts,32.736176,-117.0133609," 8637, Troy Street, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
MMGL 3000 Auto,32.736691,-117.0102229," Troy Street, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
San Diego Ideal Motors,32.736691,-117.0102229," Troy Street, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
Mighty San Diego,32.736185,-117.0117189," 8721, Troy Street, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
San Diego Motors,32.768838,-117.0235919," 4949, Baltimore Drive, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
Car For Less,32.768838,-117.0235919," 4949, Baltimore Drive, La Mesa, San Diego County, California, 91941, United States of America",-1,-1
Enterprise Car Sales,32.60924903,-117.0808733," 1129, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Prd,32.772377,-117.0201519," 8185, Center Street, La Mesa, San Diego County, California, 91942, United States of America",-1,-1
Standard Auto Recycling,32.591844,-117.0563539," 150, Reed Court, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Bud's Radiator Service,32.839302,-117.2763539," 7464, Draper Avenue, La Jolla, San Diego, San Diego County, California, 92037, United States of America",-1,-1
Bryant's Auto Registration Service,32.5838287,-117.114288," Palm Avenue, Imperial Beach, San Diego County, California, 92154, United States of America",-1,-1
Meineke Car Care Center,32.838294,-116.9894819," 9551, Mission Gorge Road, Santee, San Diego County, California, 92071, United States of America",-1,-1
Collision Parts Warehouse,32.5952117,-117.052084," 3740, Main Street, Chula Vista, San Diego County, California, 91911, United States of America",5,2
Mechanically Inclined Technicians,32.80899895,-116.967843," 1112, Pioneer Way, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Chappelle's,32.814825,-116.9668069," 1419, Pioneer Way, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Superior Automotive Repair,32.59517,-117.0780679," 2578, Main Street, Chula Vista, San Diego County, California, 91911, United States of America",5,1
La Jolla Independent Inc,32.81295934,-117.2686636," 5535, La Jolla Boulevard, Pacific Beach, San Diego, San Diego County, California, 92037, United States of America",-1,-1
Fletcher Hills Automotive & Smog,32.80885999,-116.9794158," 1288, Fesler Street, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Hyper Works,32.600196,-117.0905529," 879, Dorothy Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Total Tuning Auto Repair,32.595902,-117.0803149," 2446, Main Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Last Lap Mechanic Shop,32.601037,-117.0764799," 1403, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",5,1
Pacific Star Automotive,32.593224,-117.0805139," 150, Jacqua Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
T And K Smog And Auto Repair,32.6010809,-117.0776485," 1409, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
E's Auto Repair & Smog,32.60100115,-117.0776174," 1415, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Sanchez Auto Repair,32.59490063,-117.0839355," 2530, Main Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
D & N Repair,32.59346,-117.0734919," 1747, Broadway, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
San Diego Diesel Parts,32.622749,-117.0482039," 252, Inkopah Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Lexus El Cajon,32.804024,-116.97087," 1000, Arnele Avenue, El Cajon, San Diego County, California, 92020, United States of America",4,1
Mister Fred's Auto Service,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
Econo Lube N' Tune & Brakes,32.58275649,-117.1057562," 772, 13th Street, Imperial Beach, San Diego County, California, 91932, United States of America",-1,-1
Sammy's Quality Auto Care,32.79747705,-116.9754197," 267, North Marshall Avenue, El Cajon, San Diego County, California, 92020, United States of America",5,10
Ramirez Transmission,32.79736138,-116.9754192," 259, North Marshall Avenue, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Grand Automotive,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",5,2
Banny Hom Automotive,32.795285,-116.9788309," 1240, West Main Street, El Cajon, San Diego County, California, 92020, United States of America",5,1
Mercedes-Benz Independent Service & Repair-Clifton Mercedes,32.794678,-116.9747049," 1033, West Main Street, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
"Autohaus Stebel, Inc.",32.787387,-116.9513959," 885, East Washington Avenue, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Paradox Auto Repair,32.747295,-117.0033409," 3732, Bancroft Drive, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
J  A Auto Care Center,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
Bill's Mobile Auto Repair,32.81554017,-116.9678565," 1610, Pioneer Way, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
R & S Mobile Fleet Service,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
La Jolla 76,32.839752,-117.2744809," 801, Pearl Street, La Jolla, San Diego, San Diego County, California, 92037, United States of America",-1,-1
Spring Valley Auto Repair,32.741768,-117.0041499," 9025, Olive Drive, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
Else,32.6551953,-116.9576308," Anchorage Place, Chula Vista, San Diego County, California, 91914, United States of America",-1,-1
Sam's Tune Up Masters,32.751957,-117.0036389," Campo Road, Spring Valley, San Diego County, California, 91977, United States of America",5,1
La Mesa Auto Center,32.803473,-116.9941639," 2210, Fletcher Parkway, El Cajon, San Diego County, California, 92020, United States of America",5,1
Mister Fred's Auto Service,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
Nice & Easy Auto Body & Paint Inc.,32.595433,-117.0828049," 2350, Main Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Econo Lube N' Tune & Brakes,32.58275649,-117.1057562," 772, 13th Street, Imperial Beach, San Diego County, California, 91932, United States of America",-1,-1
Sammy's Quality Auto Care,32.79747705,-116.9754197," 267, North Marshall Avenue, El Cajon, San Diego County, California, 92020, United States of America",5,10
Ramirez Transmission,32.79736138,-116.9754192," 259, North Marshall Avenue, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Grand Automotive,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",5,2
Banny Hom Automotive,32.795285,-116.9788309," 1240, West Main Street, El Cajon, San Diego County, California, 92020, United States of America",5,1
Mercedes-Benz Independent Service & Repair-Clifton Mercedes,32.794678,-116.9747049," 1033, West Main Street, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
"Autohaus Stebel, Inc.",32.787387,-116.9513959," 885, East Washington Avenue, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Paradox Auto Repair,32.747295,-117.0033409," 3732, Bancroft Drive, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
J  A Auto Care Center,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
Bill's Mobile Auto Repair,32.81554017,-116.9678565," 1610, Pioneer Way, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
R & S Mobile Fleet Service,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
La Jolla 76,32.839752,-117.2744809," 801, Pearl Street, La Jolla, San Diego, San Diego County, California, 92037, United States of America",-1,-1
Spring Valley Auto Repair,32.741768,-117.0041499," 9025, Olive Drive, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
Else,32.6551953,-116.9576308," Anchorage Place, Chula Vista, San Diego County, California, 91914, United States of America",-1,-1
Sam's Tune Up Masters,32.751957,-117.0036389," Campo Road, Spring Valley, San Diego County, California, 91977, United States of America",5,1
La Mesa Auto Center,32.803473,-116.9941639," 2210, Fletcher Parkway, El Cajon, San Diego County, California, 92020, United States of America",5,1
Mister Fred's Auto Service,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
Nice & Easy Auto Body & Paint Inc.,32.595433,-117.0828049," 2350, Main Street, Chula Vista, San Diego County, California, 91911, United States of America",-1,-1
Econo Lube N' Tune & Brakes,32.58275649,-117.1057562," 772, 13th Street, Imperial Beach, San Diego County, California, 91932, United States of America",-1,-1
Sammy's Quality Auto Care,32.79747705,-116.9754197," 267, North Marshall Avenue, El Cajon, San Diego County, California, 92020, United States of America",5,10
Ramirez Transmission,32.79736138,-116.9754192," 259, North Marshall Avenue, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Grand Automotive,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",5,2
Banny Hom Automotive,32.795285,-116.9788309," 1240, West Main Street, El Cajon, San Diego County, California, 92020, United States of America",5,1
Mercedes-Benz Independent Service & Repair-Clifton Mercedes,32.794678,-116.9747049," 1033, West Main Street, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
"Autohaus Stebel, Inc.",32.787387,-116.9513959," 885, East Washington Avenue, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
Paradox Auto Repair,32.747295,-117.0033409," 3732, Bancroft Drive, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
J  A Auto Care Center,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
Bill's Mobile Auto Repair,32.81554017,-116.9678565," 1610, Pioneer Way, El Cajon, San Diego County, California, 92020, United States of America",-1,-1
R & S Mobile Fleet Service,32.7280341,-116.9969866," Grand Avenue, Bancroft Point, San Diego County, California, 91977, United States of America",-1,-1
La Jolla 76,32.839752,-117.2744809," 801, Pearl Street, La Jolla, San Diego, San Diego County, California, 92037, United States of America",-1,-1
Spring Valley Auto Repair,32.741768,-117.0041499," 9025, Olive Drive, Spring Valley, San Diego County, California, 91977, United States of America",-1,-1
Else,32.6551953,-116.9576308," Anchorage Place, Chula Vista, San Diego County, California, 91914, United States of America",-1,-1
