FID,FID_1,NAME,PERMIT_NO,ADDRESS,CITY,ZIP_CODE,PHONE,CONTACT,PUMPS,CNG_DEV,SRA,X,Y
300,377,FILL N GO /CALIFORNIA FINEST OIL,14754,10821 TIERRASANTA BLVD,SAN DIEGO,92124.000000000000000,858 279-0690,,24,0,17.000000000000000,-117.098415028000010,32.821348847700001
301,414,MOBIL-BODY BEAUTIFUL CAR WASH INC,6718,4282 CAM DEL RIO N,SAN DIEGO,92108.000000000000000,619-563-5566,,40,0,17.000000000000000,-117.102377495000000,32.780266786900000
302,529,THRIFTY #9564,2667,6404 MISSION GORGE RD,SAN DIEGO,92120.000000000000000,714-670-5179,,16,0,17.000000000000000,-117.098109544000000,32.790145448799997
303,541,TIERRASANTA TOWN CENTER GAS,15726,10585 TIERRASANTA BLVD,SAN DIEGO,92124.000000000000000,858 560-4101,,24,0,17.000000000000000,-117.101528121000000,32.822819498400001
304,562,VALERO INC. #3766/ATTN: DENNIS SMITH,10328,5970 SANTO RD,SAN DIEGO,92124.000000000000000,559-583-3298,,36,0,17.000000000000000,-117.097910871000000,32.840146576599999
305,566,VALERO-MISSION GORGE,13382,6011 MISSION GORGE RD,SAN DIEGO,92120.000000000000000,,,28,0,17.000000000000000,-117.097973399000000,32.783271689099998
306,26,SHELL - OTAY VALLEY SHELL,14503,4555 MAIN ST,CHULA VISTA,91911.000000000000000,619-482-1896,,28,0,20.000000000000000,-117.034599403000000,32.594749303999997
307,58,7 ELEVEN #32825,12515,5188 BONITA RD,BONITA,91902.000000000000000,,,24,0,20.000000000000000,-117.019957097000000,32.671902168800003
308,64,76 CONOCO PHILLIPS #256409,13368,3995 BONITA RD,BONITA,91902.000000000000000,,,32,0,20.000000000000000,-117.041519421999990,32.658112842400001
309,75,76 CONOCOPHILLIPS#256894,13370,1495 E H ST,CHULA VISTA,91910.000000000000000,,,30,0,20.000000000000000,-117.001328663000000,32.644413489000002
310,204,ARCO-BONITA GAS MINI MART,2731,4498 BONITA RD,BONITA,91902.000000000000000,619-479-2272,,24,0,20.000000000000000,-117.031567800000000,32.660896658399999
311,226,BONITA VISTA GAS & AUTO,2651,903 OTAY LAKES RD,CHULA VISTA,91913.000000000000000,510-842-9002,,24,0,20.000000000000000,-116.993713815000010,32.642268787500001
312,228,CANYON FUEL,14775,501 TELEGRAPH CANYON RD,CHULA VISTA,91910.000000000000000,619-421-3000,,26,0,20.000000000000000,-117.041835457000000,32.629077230000000
313,230,"CARMALOR, INC.",14403,350 E H ST,CHULA VISTA,91910.000000000000000,619-580-9867,"RATONEL, LORNA",42,0,20.000000000000000,-117.050047299000000,32.640635830100003
314,244,CHEVRON #203217,9855,770 PLAZA COURT,CHULA VISTA,91910.000000000000000,510-842-9002,,36,0,20.000000000000000,-117.029786077000000,32.636692820699999
315,296,COSTCO WHOLESALE #460/ATTN:LICENSING,10563,895 E H ST,CHULA VISTA,91910.000000000000000,,,32,0,20.000000000000000,-117.022065051000000,32.637266396400001
316,614,CHEVRON #209663,12571,695 E PALOMAR ST,CHULA VISTA,91911.000000000000000,,,36,0,20.000000000000000,-117.024511046000000,32.614698763000000
317,617,CHEVRON TEXACO #30-1124,15066,2115 OLYMPIC PKWY,CHULA VISTA,91915.000000000000000,,,36,0,20.000000000000000,-116.966414038000000,32.628923541500001
318,638,EXXONMOBIL OIL CORP. #12924,10606,2210 OTAY LAKES RD,CHULA VISTA,91915.000000000000000,619-216-1890,,38,0,20.000000000000000,-116.968603182000000,32.646470389400001
319,664,"USA- PALISADES GAS & WASH, INC. #865",14599,1382 E PALOMAR ST,CHULA VISTA,91913.000000000000000,619 397-4436,,24,0,20.000000000000000,-116.998392901000000,32.623081224400003
320,733,CHEVRON /EASTLAKE PETROEUM,15127,950 ELAKE PKWY,CHULA VISTA,91915.000000000000000,760 846-0708,,52,0,20.000000000000000,-116.966651438000000,32.650249131999999
321,757,"LAMB FUELS, INC.",7467,855 ENERGY WY,CHULA VISTA,91911.000000000000000,619-421-0805,,3,0,20.000000000000000,-117.010415493000000,32.596631988299997
322,12,ALLEN GAS TRUCK STOP,11836,3205 MAIN ST,CHULA VISTA,91911.000000000000000,619-585-3058,,18,0,21.000000000000000,-117.064249139000000,32.594649012300003
323,14,ARCO AMPM #607,2903,3190 MAIN ST,CHULA VISTA,91911.000000000000000,,,24,0,21.000000000000000,-117.064888171000010,32.594925239500000
324,17,BJ'S RENTALS,15310,2665 MAIN ST,CHULA VISTA,91911.000000000000000,619 423-7000,,2,0,21.000000000000000,-117.075941825000000,32.594642036000003
325,19,CIRCLE K - #2964,2440,60 BROADWAY,CHULA VISTA,91910.000000000000000,602-437-7576,,12,0,21.000000000000000,-117.095499125000000,32.646017147800002
326,20,COSTCO WHOLESALE #781,10617,1130 BROADWAY,CHULA VISTA,91911.000000000000000,,,24,0,21.000000000000000,-117.081069342000010,32.609030114399999
327,23,OPTIMA CAR WASH,11062,498 BROADWAY,CHULA VISTA,91910.000000000000000,619-691-0942,,24,0,21.000000000000000,-117.089639743000010,32.630959208999997
328,24,PETROL MINI MART,7303,4430 MAIN ST,CHULA VISTA,91911.000000000000000,619-498-0218,YOGESH PATEL,26,0,21.000000000000000,-117.038030996000000,32.594716127100000
329,55,COUNTY OF SAN DIEGO/SO.BAY REGIONAL CEN,10364,500 3RD AVE,CHULA VISTA,91910.000000000000000,,,2,0,21.000000000000000,-117.077758007000000,32.632662220500002
330,65,76 CONOCOPHILLIPS #255221,15905,898 BRDWY,CHULA VISTA,91911.000000000000000,,,40,0,21.000000000000000,-117.084605151000010,32.617387707100001
331,108,"7-ELEVEN #21604 /7-ELEVEN, INC",3801,899 BRDWY,CHULA VISTA,91911.000000000000000,474-7021,,12,0,21.000000000000000,-117.083831362000000,32.617639954099999
332,114,"7-ELEVEN #24070 /7-ELEVEN, INC",2518,1482 HILLTOP DR,CHULA VISTA,91911.000000000000000,474-7021,,8,0,21.000000000000000,-117.051883131000000,32.600483035000003
333,160,ARCO #9597,14917,1401 HILLTOP DR,CHULA VISTA,91911.000000000000000,619-422-0844,"ATHIR HIEDO, OWNER",24,0,21.000000000000000,-117.051469633000000,32.604290993299998
334,166,ARCO AM/PM,16101,765 E ST,CHULA VISTA,91910.000000000000000,,,52,0,21.000000000000000,-117.099068724000010,32.640214038899998
335,178,ARCO AMPM #5208,2684,407 E ST,CHULA VISTA,91910.000000000000000,,,24,0,21.000000000000000,-117.085812092000000,32.643836805799999
336,179,ARCO AMPM #5217,2722,798 3RD AVE,CHULA VISTA,91910.000000000000000,,,24,0,21.000000000000000,-117.073623569000010,32.624360638500001
337,180,ARCO AMPM #5218,2698,1725 BRDWY AVE,CHULA VISTA,91911.000000000000000,619-429-1631,,38,0,21.000000000000000,-117.074630386000000,32.594473085700002
338,192,ARCO AMPM #633,2902,800 PALOMAR ST,CHULA VISTA,91911.000000000000000,619-424-7040,,24,0,21.000000000000000,-117.088431739000000,32.604497434499997
339,212,ARCO-H ST ARCO,13042,720 H ST,CHULA VISTA,91910.000000000000000,619.425.5356,,24,0,21.000000000000000,-117.094282150000000,32.629351549900001
340,348,EXXON-MELROSE EXXON #1016,2178,1498 MELROSE AVE,CHULA VISTA,91911.000000000000000,916-443-0890,NEW WEST PETROLEUM,36,0,21.000000000000000,-117.039544676999990,32.604836291900000
341,365,EXXONMOBIL OIL CORP. #12625,2241,902 3RD AVE,CHULA VISTA,91911.000000000000000,585-9333,,24,0,21.000000000000000,-117.072060175999990,32.620224992300002
342,376,FILL N GO,4181,404 TELEGRAPH CANYON RD,CHULA VISTA,91911.000000000000000,619 827 8222,,28,0,21.000000000000000,-117.045887088000000,32.628328275100003
343,380,GAS DEPOT STATION,11582,199 BRDWY,CHULA VISTA,91910.000000000000000,619-427-8808,,24,0,21.000000000000000,-117.093388151000000,32.641840989099997
344,381,GASCO,11314,899 3RD AVE,CHULA VISTA,91911.000000000000000,619 422 9286,,44,0,21.000000000000000,-117.071578763000010,32.621016001299999
345,402,J ST LIQUOR,2784,701 BRDWY,CHULA VISTA,91910.000000000000000,619-426-5152,,8,0,21.000000000000000,-117.086349496000000,32.623938906900001
346,456,SHELL OIL PRODUCTS US #120588,3807,1295 3RD AVE,CHULA VISTA,91911.000000000000000,602-468-6944,,28,0,21.000000000000000,-117.066200886000000,32.607184610200001
347,470,SHELL OIL PRODUCTS US #121647,10637,902 BRDWY,CHULA VISTA,91911.000000000000000,602-468-6944,,34,0,21.000000000000000,-117.084353411000000,32.616866842100002
348,519,SUPREME GASOLINE,15499,196 BRDWY,CHULA VISTA,91910.000000000000000,619 427-8484,,24,0,21.000000000000000,-117.093978222000000,32.641550418000001
349,530,THRIFTY #9568,2671,401 TELEGRAPH CANYON RD,CHULA VISTA,91910.000000000000000,,,36,0,21.000000000000000,-117.046260029000000,32.628804101500002
350,545,UNITED RENTALS,3186,501 C ST,CHULA VISTA,91910.000000000000000,422-1105,,2,0,21.000000000000000,-117.092590831000000,32.649682724599998
351,575,WORLD OIL COMPANY #46,4029,685 H ST,CHULA VISTA,91910.000000000000000,562-928-0100,,36,0,21.000000000000000,-117.092950304000000,32.630355623100002
352,645,OPTIMA GASOLINE,7037,1450 3RD AVE,CHULA VISTA,91911.000000000000000,619-585-0011,,36,0,21.000000000000000,-117.065028967000000,32.601418169799999
353,655,SHELL-EQUILON ENT LLC/ATTN: PONCE,4595,100 BONITA RD,CHULA VISTA,91910.000000000000000,602-468-6944,,28,0,21.000000000000000,-117.062892311000000,32.645998578899999
354,666,WORLD PETROL CALI MART #1,12797,3733 MAIN ST,CHULA VISTA,91911.000000000000000,619-246-2213,,55,0,21.000000000000000,-117.053073854000000,32.594316630000002
355,677,CHEVRON - #92335,4505,95 BONITA RD,CHULA VISTA,91910.000000000000000,510-842-9002,,24,0,21.000000000000000,-117.064148234000000,32.648107528600001
356,681,CIRCLE K #5708,5139,98 BONITA RD,CHULA VISTA,91910.000000000000000,602-728-3593,,36,0,21.000000000000000,-117.064335644000000,32.647828754700001
357,691,BOBAR MARKET & GAS,7253,600 F ST,CHULA VISTA,91910.000000000000000,585-0988,,12,0,21.000000000000000,-117.092687592999990,32.637396226699998
358,717,"7-ELEVEN #29540 /7-ELEVEN, INC",7213,7 NAPLES,CHULA VISTA,91911.000000000000000,466-0711,,12,0,21.000000000000000,-117.057344076000010,32.617291295900003
359,2,EXPRESS FINANCIAL SERVICE,0,390 E SAN YSIDRO BLVD,SAN YSIDRO,92173.000000000000000,619-428-1800,,0,1,22.000000000000000,-117.037822940000000,32.550519129900003
360,80,76 MELROSE ORANGE UNOCAL 76,16072,1126 13TH ST,IMPERIAL BEAC,91932.000000000000000,619-424-8255,,24,0,22.000000000000000,-117.106036225000000,32.575899970400002
361,82,"76 PRODUCTS - LA CIMA OIL CO, INC.",13903,8289 OTAY MESA RD,SAN DIEGO,92154.000000000000000,760 798-1102,,44,0,22.000000000000000,-116.964270083000000,32.566501297599999
362,89,"7-ELEVEN #13588 /7-ELEVEN, INC",4474,1285 PICADOR BLVD,SAN DIEGO,92154.000000000000000,474-7021,,12,0,22.000000000000000,-117.053817458000000,32.574185057100003
363,125,"7-ELEVEN #26909 /7-ELEVEN, INC",2514,4210 BEYER BLVD,SAN YSIDRO,92173.000000000000000,428-5045,,12,0,22.000000000000000,-117.044187740000000,32.558614938100000
364,127,"7-ELEVEN #27771 /7-ELEVEN, INC",5912,1771 ORO VISTA RD,SAN DIEGO,92154.000000000000000,575-6241,,12,0,22.000000000000000,-117.078589569000000,32.564706601099999
365,129,"7-ELEVEN #32290/7-ELEVEN, INC",11035,8395 OTAY MESA RD,SAN DIEGO,92154.000000000000000,214-841-6704,,48,0,22.000000000000000,-116.963007770999990,32.567136636900003
366,184,ARCO AMPM #5323,7099,2510 OTAY CENTER DR,SAN DIEGO,92154.000000000000000,,,24,0,22.000000000000000,-116.942653286000000,32.553195191900002
367,187,ARCO AMPM #5367,7512,1625 HERITAGE RD,SAN DIEGO,92154.000000000000000,,,24,0,22.000000000000000,-116.996369200999990,32.567753158499997
368,207,ARCO-CHULA VISTA ENTERTAINMENT INC,13179,779 W SAN YSIDRO BLVD,SAN YSIDRO,92173.000000000000000,619-428-3593,,24,0,22.000000000000000,-117.059069894999990,32.557938109900000
369,217,ARCO-PAULETTE'S #1,5493,2290 CORONADO AVE,SAN DIEGO,92154.000000000000000,619 429-8848,,24,0,22.000000000000000,-117.084482686000000,32.576793444600000
370,219,ARCO-ST.CLAIR ENTERPRISES INC,4760,301 E SAN YSIDRO BLVD,SAN YSIDRO,92173.000000000000000,619-662-2446,,30,0,22.000000000000000,-117.039391708000000,32.551795231800000
371,237,CHEVRON - #91450,3527,2432 CORONADO AVE,SAN DIEGO,92154.000000000000000,510-842-9002,,24,0,22.000000000000000,-117.079922521000000,32.576857245200003
372,240,CHEVRON - #95195*,3827,220 SYCAMORE RD,SAN YSIDRO,92173.000000000000000,510-842-9002,,36,0,22.000000000000000,-117.044796639000000,32.550364923499998
373,243,CHEVRON #203188,10823,604 DENNERY RD,SAN DIEGO,92154.000000000000000,510-842-9002,,36,0,22.000000000000000,-117.032865735000000,32.583281429000003
374,263,CHEVRON-ALAN RITCHIE,11940,104 W SAN YSIDRO BLVD,SAN YSIDRO,92173.000000000000000,619-316-5531,,24,0,22.000000000000000,-117.044405633000000,32.551991432000001
375,283,CIRCLE K/76 #2702987,13836,1291 HOLLISTER,SAN DIEGO,92154.000000000000000,281-293-1000,,12,0,22.000000000000000,-117.083787757000000,32.573156747799999
376,335,EXXON #1042/NEW WEST PETROLEUM SD2,2113,108 W SAN YSIDRO BLVD,SAN DIEGO,92173.000000000000000,916-443-0890,,24,0,22.000000000000000,-117.044957603000000,32.552023955499997
377,367,EXXONMOBIL OIL CORP. #12743,3544,3724 DEL SOL BLVD,SAN DIEGO,92154.000000000000000,690-1155,,24,0,22.000000000000000,-117.054541343000000,32.573653999199998
378,370,EXXONMOBIL OIL CORP. #17855,4296,120 W SAN YSIDRO BLVD,SAN YSIDRO,92173.000000000000000,619-428-5977,,36,0,22.000000000000000,-117.045538171999990,32.552348978399998
379,421,OLYMPIC GASOLINE,11609,1300 IMPERIAL BEACH BLVD,IMPERIAL BEAC,91932.000000000000000,619-423-7770,,24,0,22.000000000000000,-117.105409040000000,32.576833318699997
380,445,SHELL,14742,2485 CORONADO AVE,SAN DIEGO,92154.000000000000000,,,24,0,22.000000000000000,-117.080100062000000,32.576060692900001
381,449,SHELL - OTAY MESA SHELL,14216,2310 ROLL DR,SAN DIEGO,92154.000000000000000,619-661-6098,SHAHIN EDALATDJU,36,0,22.000000000000000,-116.938177686000000,32.555840580000002
382,459,SHELL OIL PRODUCTS US #120987,7799,2435 OTAY CENTER DR,SAN DIEGO,92154.000000000000000,602-468-6944,,28,0,22.000000000000000,-116.942166482000000,32.554640866600003
383,461,SHELL OIL PRODUCTS US #121091,2173,314 E SAN YSIDRO BLVD,SAN DIEGO,92173.000000000000000,602-468-6944,,28,0,22.000000000000000,-117.039674143000000,32.551262610800002
384,522,"TEXACO-CALIFORNIA FINEST OIL, INC",12851,1102 HOLLISTER ST,SAN DIEGO,92154.000000000000000,,,22,0,22.000000000000000,-117.084469286000000,32.576234550499997
385,542,"TRUCK.NET, LLC.",0,8490 AVENIDO DE LA FUENTE,SAN DIEGO,92154.000000000000000,619 661-1888,,113,0,22.000000000000000,-116.961425303000000,32.557446141900002
386,548,UNOCAL CONOCOPHILLIPS#256412,2884,121 E SAN YSIDRO BLVD,SAN DIEGO,92173.000000000000000,,,24,0,22.000000000000000,-117.043429727000000,32.552451909699997
387,576,WORLD PETROL-CALI-MART #2,13902,1605 CACTUS RD,SAN DIEGO,92154.000000000000000,610-671-7095,,56,0,22.000000000000000,-116.987733293000010,32.567679460900003
388,601,ARCO AMPM #5408,7820,2255 PALM AVE,SAN DIEGO,92154.000000000000000,,,16,0,22.000000000000000,-117.085486069000000,32.583517669999999
389,604,ARCO-ESTATE FUELS,15818,4604 PALM AVE,SAN DIEGO,92154.000000000000000,519 690-5405,,36,0,22.000000000000000,-117.035136640000000,32.584205574400002
390,609,CHEVRON - #92189,6246,2325 ROLL DR,SAN YSIDRO,92173.000000000000000,510-842-9002,,24,0,22.000000000000000,-116.937092691000000,32.556328993299999
391,668,"7-ELEVEN #23982 /7-ELEVEN, INC",2517,1303 IMPERIAL BEACH BLVD,IMPERIAL BEAC,91932.000000000000000,474-7021,,12,0,22.000000000000000,-117.105603917000000,32.576395021899998
392,729,BEACHSIDE STATION,14270,681 SR-75,IMPERIAL BEAC,91932.000000000000000,619-424-3366,,24,0,22.000000000000000,-117.118648629000010,32.584596504600000
393,743,EXPRESS GAS - GENE'S,3551,120 CALLE PRIMERA,SAN DIEGO,92173.000000000000000,619-424-8880,,29,0,22.000000000000000,-117.044457564000000,32.550421534800002
394,745,EXXON #1022/NEWEST PETROLEUM S2,8166,907 PALM AV,IMPERIAL BEAC,91932.000000000000000,916-443-0890,,28,0,22.000000000000000,-117.113954330000000,32.583515307699997
395,54,COUNTY OF SAN DIEGO/EAST MESA DETENTION,10359,446 ALTA RD,SAN DIEGO,92173.000000000000000,,,2,0,30.000000000000000,-116.923505129000010,32.591077119500000
396,354,EXXONMOBIL OIL CORP #17966,11132,2903 JAMACHA RD,EL CAJON,92019.000000000000000,619 670 7814,,40,0,30.000000000000000,-116.938842378999990,32.740267229300002
397,596,"ARCO AM/PM-JLHAN, INC.",11090,13886 CAMPO RD,JAMUL,91935.000000000000000,619-669-6602,,26,0,30.000000000000000,-116.879323561000010,32.719875190600000
398,713,"7-ELEVEN #21802 /7-ELEVEN, INC",1227,12918 CAMPO RD,JAMUL,91935.000000000000000,579-8711,,18,0,30.000000000000000,-116.908896660000000,32.728379934400003
399,66,76 CONOCOPHILLIPS #257131,4891,11906 CAMPO RD,SPRING VALLEY,91978.000000000000000,670-7601,,34,0,31.000000000000000,-116.943305835000000,32.740263529000003
400,88,"7-ELEVEN #13575/7-ELEVEN, INC",2086,10049 CAMPO RD,SPRING VALLEY,91977.000000000000000,579-8711,,12,0,31.000000000000000,-116.978557433000010,32.747217752499999
401,96,"7-ELEVEN #13664 /7-ELEVEN, INC",2090,4610 AVOCADO BLVD,LA MESA,91941.000000000000000,579-8711,,12,0,31.000000000000000,-116.961546049000010,32.763128327300002
402,98,"7-ELEVEN #15070 /7-ELEVEN, INC",2144,10777 JAMACHA BLVD,SPRING VALLEY,91978.000000000000000,464-2711,,12,0,31.000000000000000,-116.961424763000000,32.729580118900003
403,106,"7-ELEVEN #20508 /7-ELEVEN, INC",2153,948 GRAND AVE,SPRING VALLEY,91977.000000000000000,464-2711,,12,0,31.000000000000000,-116.997744962000000,32.714675689600000
404,150,"ARCO - AF MANAGEMENT, INC.",14591,2615 SWEETWATER SPRING BLVD,SPRING VALLEY,91978.000000000000000,619 670-9861,,40,0,31.000000000000000,-116.969135337000000,32.726291519699998
405,159,ARCO #9595/SUNSHINE,11554,9108 CAMPO RD,SPRING VALLEY,91977.000000000000000,619-462-5385,,36,0,31.000000000000000,-117.000983292000000,32.751711407099997
406,169,ARCO AM/PM - YOUSSEFS,5270,9065 CAMPO RD,SPRING VALLEY,91977.000000000000000,462-7666,,24,0,31.000000000000000,-117.001906499000000,32.751270837100002
407,276,CHEVRON-SMR CHEVRON,12934,9749 CAMPO RD,SPRING VALLEY,91977.000000000000000,619-469-6881,,32,0,31.000000000000000,-116.985719696000000,32.747677893999999
408,285,CIRCLE K/76 #2707953,13841,481 SWEETWATER RD,SPRING VALLEY,91977.000000000000000,281-293-1000,,12,0,31.000000000000000,-117.010303089000000,32.706446915599997
409,288,CIRCLE MARKET,12239,3504 BANCROFT DR,SPRING VALLEY,91977.000000000000000,619-464-6957,,12,0,31.000000000000000,-117.003789440000010,32.744777735699998
410,305,COUNTY OF SAN DIEGO/DIVISION 1,13651,11970 SINGER LN,SPRING VALLEY,91977.000000000000000,,,4,0,31.000000000000000,-116.942073631000000,32.737200732100000
411,320,EXXON,11889,9111 CAMPO RD,SPRING VALLEY,91977.000000000000000,,,26,0,31.000000000000000,-117.001229632000000,32.751039604799999
412,404,KELLY & ASSOCIATES,1748,3757 BANCROFT DR,SPRING VALLEY,91977.000000000000000,462-7772,,1,0,31.000000000000000,-117.001552988000000,32.747385589899999
413,436,QWIK KORNER GAS #3,13389,9663 CAMPO RD,SPRING VALLEY,91977.000000000000000,,,24,0,31.000000000000000,-116.988207970999990,32.747703573300001
414,475,SHELL OIL PRODUCTS US #135250,6183,2411 JAMACHA,EL CAJON,92019.000000000000000,602-468-6944,ARS WEST LLC-KIRK BROTEN,30,0,31.000000000000000,-116.927208056000000,32.745768444200003
415,520,SWEETWATER GAS,15555,2835 SWEETWATER RD,SPRING VALLEY,91977.000000000000000,619 589-6089,,20,0,31.000000000000000,-117.014153746999990,32.736450986999998
416,543,U.S. GAS,12959,3520 SWEETWATER SPRINGS BLVD,SPRING VALLEY,91977.000000000000000,619 670-1497,,28,0,31.000000000000000,-116.973222217000000,32.742891100800001
417,550,USA CORPORATION #137,2718,8659 JAMACHA RD,SPRING VALLEY,91977.000000000000000,818-865-9200,,39,0,31.000000000000000,-117.012358726000000,32.714467710100003
418,560,VALERO #3744,2499,9932 CAMPO RD,SPRING VALLEY,91977.000000000000000,559-583-3298,,18,0,31.000000000000000,-116.982146670000010,32.748228919399999
419,667,"7-ELEVEN #15944 /7-ELEVEN, INC",2145,9365 JAMACHA BLVD,SPRING VALLEY,91977.000000000000000,464-2711,,12,0,31.000000000000000,-116.998077373000000,32.707775655600003
420,22,"GOLDEN STATE GASOLINE, INC.",2697,7081 BROADWAY,LEMON GROVE,91945.000000000000000,619-593-6652,,28,0,32.000000000000000,-117.044594964000000,32.742390293100001
421,153,ARCO #09756,2701,6901 FEDERAL BLVD,LEMON GROVE,91945.000000000000000,714-670-5179,,24,0,32.000000000000000,-117.049247497000000,32.740953271099997
422,199,ARCO BRDWY ARCO,15585,8001 BRDWY AVE,LEMON GROVE,91945.000000000000000,619 464-6493,,24,0,32.000000000000000,-117.026009731000000,32.742653149799999
423,253,CHEVRON #91739,1970,7209 BRDWY,LEMON GROVE,91945.000000000000000,510-842-9002,,44,0,32.000000000000000,-117.042478587000010,32.742083277500001
424,468,SHELL OIL PRODUCTS US #121520,7279,7180 BRDWY,LEMON GROVE,91945.000000000000000,602-468-6944,,42,0,32.000000000000000,-117.043265344000010,32.742956364900003
425,552,USA CORPORATION #246,3796,7505 BRDWY,LEMON GROVE,91945.000000000000000,818-865-9200,,26,0,32.000000000000000,-117.036085556000000,32.742348537300003
426,597,ARCO AM/PM-LEMON GROVE,13801,2717 LEMON GROVE AVE,LEMON GROVE,91945.000000000000000,619-589-2058,,24,0,32.000000000000000,-117.031044142000000,32.735133810000001
427,781,"VALERO -LEMON GROVE VALERO, JJ'S MARKET",15678,8170 BROADWAY,LEMON GROVE,91945.000000000000000,619 825-6839,,28,0,32.000000000000000,-117.020657924000010,32.744732143100002
428,3,FERRELL GAS/EMERALD OIL,0,5600 BALTIMORE DR,LA MESA,91942.000000000000000,858 271-4400,FERRELLGAS,0,1,33.000000000000000,-117.033226394000000,32.781061583400003
429,47,SHELL,15807,5261 BALTIMORE DR,LA MESA,91942.000000000000000,310 467-4600,,28,0,33.000000000000000,-117.026969858000000,32.775008850100001
430,157,ARCO #9543,14919,7594 UNIVERSITY AVE,LA MESA,91941.000000000000000,619-571-5050,"SADIR HIEDO, OWNER",24,0,33.000000000000000,-117.033782956000000,32.760623792600001
431,194,ARCO AMPM #695,2915,3775 MASSACHUSETTS AVE,LA MESA,91941.000000000000000,310-402-1299,,24,0,33.000000000000000,-117.042500729000000,32.745810776200003
432,195,ARCO AMPM #9596,14918,7974 UNIVERSITY AVE,LA MESA,91941.000000000000000,619-571-5050,"SADIR HIEDO, OWNER",36,0,33.000000000000000,-117.026431101000000,32.765376039800003
433,266,"CHEVRON-DEAN & HOWETH, INC.",1976,5322 JACKSON DR,LA MESA,91942.000000000000000,619-660-1113,,24,0,33.000000000000000,-117.015555516000010,32.775962775300002
434,287,CIRCLE K/76 #2708675,13843,8899 LA MESA BLVD,LA MESA,91941.000000000000000,281-293-1000,,12,0,33.000000000000000,-117.004931208000000,32.773083574799998
435,318,EMERALD OIL,13691,5600 BALTIMORE DR,LA MESA,91942.000000000000000,619 726-5151,"HOLLAK, DAVID",36,0,33.000000000000000,-117.033579531000000,32.781272787399999
436,322,EXXON #1023/NEW WEST PETROLEUM SD1,3061,6085 LAKE MURRAY BLVD,LA MESA,91942.000000000000000,916-443-0890,,28,0,33.000000000000000,-117.021554851999990,32.789151498499997
437,364,EXXONMOBIL OIL CORP. #12268,2844,5900 SEVERIN DR,LA MESA,91942.000000000000000,619-460-3145,,24,0,33.000000000000000,-116.998946929000000,32.786114509800001
438,446,SHELL,10829,4925 SPRING ST,LA MESA,91941.000000000000000,519-662-2727,,32,0,33.000000000000000,-117.022007441000000,32.768583794000001
439,450,SHELL- LAKE MURRAY,13411,5302 LAKE MURRAY BLVD,LA MESA,91942.000000000000000,619-462-6722,MILLENNIUM PACIFIC DEVELOPME,28,0,33.000000000000000,-117.045374554000010,32.775580109600000
440,464,SHELL OIL PRODUCTS US #121355,15239,5151 N 70TH ST,LA MESA,91941.000000000000000,619-463-3000,,27,0,33.000000000000000,-117.046419163000000,32.772730746699999
441,471,SHELL OIL PRODUCTS US #121655,3063,9090 DALLAS ST,LA MESA,91942.000000000000000,,KIRK BROTEN 760-533-9258,28,0,33.000000000000000,-117.002610700000010,32.792778599400002
442,481,SHELL OIL PRODUCTS US #135423,1909,3810 MASSACHUSETTS AVE,LA MESA,91941.000000000000000,602-468-6944,,24,0,33.000000000000000,-117.043153844000000,32.746647287899997
443,616,CHEVRON STATION,15495,8200 UNIVERSITY AVE,LA MESA,0.000000000000000,-619,,32,0,33.000000000000000,-117.021443669000010,32.767729105999997
444,662,THRIFTY #9578,2683,9600 MURRAY DR,LA MESA,91942.000000000000000,714-670-5179,,20,0,33.000000000000000,-116.990034866000000,32.779926461700001
445,706,76 PALM RIDGE MARKET & 76,13602,4360 PALM AV,SAN DIEGO,92154.000000000000000,619-690-4530,,26,0,33.000000000000000,-117.015332395000000,32.758311886199998
446,712,"7-ELEVEN #20884 /7-ELEVEN, INC",2154,4253 PALM AV,LA MESA,91941.000000000000000,464-2711,,6,0,33.000000000000000,-117.014328868000010,32.756258562600003
447,720,AMEX PETROLEUM,4680,8303 PARKWAY DR,LA MESA,91942.000000000000000,619-465-1155,,24,0,33.000000000000000,-117.018141337000000,32.778313450799999
448,30,THRIFTY #9758,2703,398 EL CAJON BLVD,EL CAJON,92020.000000000000000,,,24,0,34.000000000000000,-116.971419505000000,32.791467272600002
449,32,"7-ELEVEN #25302 /7-ELEVEN, INC",3512,711 JAMACHA RD,EL CAJON,92019.000000000000000,579-8711,,12,0,34.000000000000000,-116.927653125000010,32.787358600799998
450,63,76 @ MAIN ST.,1945,1090 W MAIN ST,EL CAJON,92020.000000000000000,619-227-2933,,24,1,34.000000000000000,-116.975141040000000,32.795257928200002
451,69,76 CONOCOPHILLIPS#254247 c/o KAYO OIL C,13372,2410 FLETCHER PKWY,EL CAJON,92020.000000000000000,619-460-0076,,24,0,34.000000000000000,-116.997913826000000,32.802779002800001
452,79,76 INC,16376,500 N 2ND ST,EL CAJON,92021.000000000000000,,,24,0,34.000000000000000,-116.936111067000000,32.800468129000002
453,109,7-ELEVEN #21798,12517,1498 JAMACHA RD,EL CAJON,92020.000000000000000,,,24,0,34.000000000000000,-116.928341028000010,32.769367813499997
454,152,ARCO - WASHINGTON ARCO,14734,1092 E WASHINGTON AVE,EL CAJON,92020.000000000000000,619-631-0238,,18,0,34.000000000000000,-116.944937340000000,32.787966110900001
